channel_budget_digital,channel_budget_tv,channel_budget_radio,channel_budget_newspaper,sales,spend_frequency,start_date,end_date,duration,roi,engagement_metrics,target_audience_size,demographics,zip_code,seasonality
18.2,139.5,2.1,26.6,10.3,2,2023-02-05,2023-05-02,86,1.926104355,204,30311,2,95212,1
3.7,191.1,28.7,18.2,17.3,2,2023-06-07,2023-09-04,89,2.777911831,333,36968,3,94598,0
23.4,286.0,13.9,3.7,15.9,0,2023-06-17,2023-08-27,71,2.182564318,196,91374,2,93623,2
5.8,18.7,12.1,23.4,6.7,1,2023-07-08,2023-08-07,30,1.037069342,378,63843,1,95903,2
6.0,39.5,41.1,5.8,10.8,2,2023-08-02,2023-10-27,86,1.611824259,979,47116,1,96035,1
31.6,75.5,10.8,6.0,9.9,1,2023-03-19,2023-06-06,79,2.704823025,347,57324,1,90035,2
3.6,17.2,4.1,31.6,5.9,1,2023-11-22,2024-01-10,49,2.517327453,26,62199,1,90230,2
6.0,166.8,42.0,3.6,19.6,0,2023-01-21,2023-04-18,87,1.076445298,449,54724,1,90021,0
13.8,149.7,35.6,6.0,17.3,2,2023-11-25,2024-01-14,50,2.604964363,973,79861,3,96055,2
8.1,38.2,3.7,13.8,7.6,2,2023-07-07,2023-08-25,49,1.190560378,752,89206,0,90062,1
6.4,94.2,4.9,8.1,9.7,2,2023-04-13,2023-05-20,37,2.916445178,776,70300,0,92117,1
66.2,177.0,9.3,6.4,12.8,2,2023-08-02,2023-09-06,35,2.867522326,53,11874,4,92118,1
8.7,283.6,42.0,66.2,25.5,0,2023-03-22,2023-05-06,45,1.384718165,826,37783,4,93263,3
69.2,232.1,8.6,8.7,13.4,2,2023-06-08,2023-08-09,62,1.10393517,402,69949,3,96130,0
45.1,230.1,37.8,69.2,22.1,0,2023-05-04,2023-07-02,59,1.141328543,952,40792,0,93626,1
69.3,44.5,39.3,45.1,10.4,0,2023-02-13,2023-04-03,49,1.424482394,817,93558,2,92014,0
58.5,17.2,45.9,69.3,9.3,1,2023-12-20,2024-03-15,86,0.9472539166,106,72901,2,90007,1
58.4,151.5,41.3,58.5,18.5,0,2023-11-30,2024-02-17,79,0.8433346339,736,41700,3,95446,0
75.0,180.8,10.8,58.4,12.9,2,2023-09-23,2023-12-05,73,2.45839139,490,61837,4,92347,1
23.5,8.7,48.9,75.0,7.2,1,2023-11-10,2023-12-28,48,0.8173338594,791,40693,2,94612,2
11.6,57.5,32.8,23.5,11.8,2,2023-11-03,2023-12-12,39,0.9546828623,1,58360,2,93608,3
1.0,120.2,19.6,11.6,13.2,2,2023-11-06,2024-01-18,73,1.06789989,564,35022,3,94619,3
21.2,8.6,2.1,1.0,4.8,2,2023-05-16,2023-06-22,37,1.393420697,51,32732,0,94511,0
24.2,199.8,2.6,21.2,10.6,1,2023-08-20,2023-11-04,76,1.934984033,47,79934,0,95220,1
4.0,66.1,5.8,24.2,8.6,0,2023-04-15,2023-06-15,61,2.550616768,402,54496,4,93309,3
65.9,214.7,24.0,4.0,17.4,1,2023-12-22,2024-03-01,70,2.63398982,689,61527,0,95122,0
7.2,23.8,35.1,65.9,9.2,2,2023-10-07,2023-12-04,58,1.593897766,318,38376,3,92249,0
46.0,97.5,7.6,7.2,9.7,2,2023-06-10,2023-07-28,48,1.046989625,550,44744,0,93109,3
52.9,204.1,32.9,46.0,19.0,0,2023-09-21,2023-11-26,66,2.198005013,409,82120,4,90028,0
114.0,195.4,47.7,52.9,22.4,2,2023-01-02,2023-02-07,36,2.5015424,327,98763,3,93603,3
55.8,67.8,36.6,114.0,12.5,0,2023-04-10,2023-05-25,45,0.9220783539,309,18946,4,95130,1
18.3,281.4,39.6,55.8,24.4,2,2023-10-18,2023-12-31,74,2.913579065,774,79960,0,92392,3
19.1,69.2,20.5,18.3,11.3,2,2023-01-14,2023-03-18,63,2.890662383,493,80890,3,92110,1
53.4,147.3,23.9,19.1,14.6,1,2023-02-13,2023-03-22,37,0.9829805093,246,11937,1,92257,1
23.5,218.4,27.7,53.4,18.0,1,2023-12-25,2024-03-16,82,0.7686510742,843,85300,3,94803,3
49.6,237.4,5.1,23.5,12.5,1,2023-12-05,2024-01-09,35,1.100019355,632,43461,2,90262,2
26.2,13.2,15.9,49.6,5.6,2,2023-10-12,2023-12-28,77,1.765065891,372,61053,1,93620,0
18.3,228.3,16.9,26.2,15.5,1,2023-10-29,2023-12-30,62,2.010711123,512,27383,3,96124,2
19.5,62.3,12.6,18.3,9.7,0,2023-12-21,2024-02-18,59,1.378441809,427,56053,0,92359,1
12.6,262.9,3.5,19.5,12.0,0,2023-10-28,2023-12-11,44,2.824427865,7,86367,0,94037,2
22.9,142.9,29.3,12.6,15.0,2,2023-09-28,2023-11-14,47,0.9028336345,315,73442,3,95548,1
22.9,240.1,16.7,22.9,15.9,2,2023-10-03,2023-12-28,86,2.532412897,495,41000,2,95019,0
40.8,248.8,27.1,22.9,18.9,0,2023-08-30,2023-10-06,37,1.332660589,526,68431,4,93450,1
43.2,70.6,16.0,40.8,10.5,0,2023-11-01,2024-01-13,73,2.694335511,328,91282,4,92124,1
38.6,292.9,28.3,43.2,21.4,0,2023-05-17,2023-08-09,84,2.659721711,767,34722,4,91007,3
30.0,112.9,17.4,38.6,11.9,0,2023-09-21,2023-11-24,64,0.8924563181,551,65464,1,93023,1
0.3,97.2,1.5,30.0,9.6,2,2023-04-14,2023-06-13,60,2.994192417,566,40327,3,92109,1
7.4,265.6,20.0,0.3,17.4,1,2023-10-31,2023-12-22,52,0.7357769627,18,60207,2,93235,2
8.5,95.7,1.4,7.4,9.5,1,2023-04-17,2023-07-05,79,1.052972087,728,74315,3,95464,0
5.0,290.7,4.1,8.5,12.8,0,2023-12-26,2024-03-04,69,2.955562703,513,97024,3,95439,0
45.7,266.9,43.8,5.0,25.4,0,2023-01-20,2023-02-28,39,0.915256175,785,13929,0,96137,2
35.1,74.7,49.4,45.7,14.7,1,2023-02-03,2023-03-14,39,0.91613492,319,49704,2,95621,1
32.0,43.1,26.7,35.1,10.1,0,2023-11-04,2023-12-04,30,0.6545075608,884,30076,0,91931,0
31.6,228.0,37.7,32.0,21.5,2,2023-05-12,2023-07-02,51,2.971268786,534,81141,1,90038,3
38.7,202.5,22.3,31.6,16.6,0,2023-09-21,2023-11-24,64,2.473988096,843,86827,0,94561,3
1.8,177.0,33.4,38.7,17.1,1,2023-10-16,2023-12-22,67,0.8210785517,533,78274,4,92501,2
26.4,293.6,27.7,1.8,20.7,0,2023-07-18,2023-09-21,65,2.528613895,445,82604,4,90037,1
43.3,206.9,8.4,26.4,12.9,2,2023-11-19,2023-12-23,34,0.7661167542,661,99679,0,94928,1
31.5,25.1,25.7,43.3,8.5,1,2023-12-21,2024-02-29,70,1.545792654,110,20199,4,92028,1
35.7,175.1,22.5,31.5,14.9,1,2023-06-13,2023-08-16,64,0.884690642,865,45444,3,94611,0
18.5,89.7,9.9,35.7,10.6,0,2023-05-13,2023-06-28,46,1.791741423,353,59902,3,93305,0
49.9,239.9,41.5,18.5,23.2,2,2023-08-18,2023-10-11,54,1.559345251,954,91292,2,92109,0
36.8,227.2,15.8,49.9,14.8,0,2023-04-10,2023-05-26,46,0.5274650519,398,56079,2,91604,3
34.6,66.9,11.7,36.8,9.7,1,2023-01-29,2023-04-04,65,1.749737434,602,72838,4,94027,3
3.6,199.8,3.1,34.6,11.4,1,2023-02-22,2023-04-23,60,1.909680122,756,21941,3,95686,0
39.6,100.4,9.6,3.6,10.7,1,2023-12-05,2024-01-27,53,1.33236589,499,61183,3,93270,3
58.7,216.4,41.7,39.6,22.6,0,2023-10-02,2023-12-22,81,2.135245188,975,55533,0,96084,2
15.9,182.6,46.2,58.7,21.2,1,2023-08-31,2023-10-02,32,0.909183551,351,32973,0,93646,3
60.0,262.7,28.8,15.9,20.2,1,2023-02-06,2023-03-18,40,2.182078191,357,30430,2,95692,3
41.4,198.9,49.4,60.0,23.7,2,2023-01-26,2023-03-14,47,2.50227744,403,42322,2,95386,2
16.6,7.3,28.1,41.4,5.5,1,2023-01-13,2023-04-12,89,0.7432329138,371,80792,3,95119,0
37.7,136.2,19.2,16.6,13.2,1,2023-07-31,2023-09-20,51,1.39247668,919,48580,3,91791,3
9.3,210.8,49.6,37.7,23.8,1,2023-03-04,2023-05-08,65,0.8165591877,352,44406,1,92111,0
21.4,210.7,29.5,9.3,18.4,0,2023-06-07,2023-07-10,33,1.648102784,521,16140,3,92321,0
54.7,53.5,2.0,21.4,8.1,2,2023-06-22,2023-09-14,84,0.7760126749,13,90883,1,96094,2
27.3,261.3,42.7,54.7,24.2,2,2023-08-05,2023-10-26,82,1.500667071,425,19153,2,94519,0
8.4,239.3,15.5,27.3,15.7,0,2023-11-20,2024-02-01,73,2.638386452,7,71653,1,95662,3
28.9,102.7,29.6,8.4,14.0,0,2023-01-03,2023-03-19,75,2.539760425,237,69993,0,93277,1
0.9,131.1,42.8,28.9,18.0,0,2023-12-10,2024-02-28,80,2.499222311,46,49258,0,91916,2
2.2,69.0,9.3,0.9,9.3,2,2023-11-20,2024-01-28,69,1.350131709,27,35984,1,93705,1
10.2,31.5,24.6,2.2,9.5,0,2023-04-06,2023-06-05,60,0.7462700002,322,16766,4,95014,1
11.0,139.3,14.5,10.2,13.4,1,2023-01-28,2023-04-08,70,1.940085123,277,82018,3,93727,1
27.2,237.4,27.5,11.0,18.9,1,2023-04-19,2023-06-27,69,2.537450718,534,29404,0,91980,2
38.7,216.8,43.9,27.2,22.3,2,2023-07-23,2023-08-26,34,2.27982105,738,92479,3,93111,3
31.7,199.1,30.6,38.7,18.3,0,2023-02-21,2023-04-23,61,1.609552808,4,89811,3,90270,2
19.3,109.8,14.3,31.7,12.4,2,2023-03-21,2023-05-04,44,1.073559652,639,57861,3,91913,2
31.3,26.8,33.0,19.3,8.8,2,2023-06-13,2023-09-06,85,0.632801283,239,31433,3,95354,2
13.1,129.4,5.7,31.3,11.0,2,2023-01-12,2023-03-25,72,2.823683539,230,57894,4,92078,0
89.4,213.4,24.6,13.1,17.0,2,2023-05-02,2023-07-16,75,1.237573908,500,13976,4,96073,2
20.7,16.9,43.7,89.4,8.7,0,2023-07-08,2023-09-02,56,2.001800932,563,65404,1,94401,1
14.2,27.5,1.6,20.7,6.9,0,2023-05-08,2023-06-08,31,0.546946042,220,12692,3,91706,3
9.4,120.5,28.5,14.2,14.2,1,2023-07-19,2023-09-05,48,2.285191321,178,96945,2,90710,2
23.1,5.4,29.9,9.4,5.3,0,2023-04-11,2023-06-26,76,2.673887838,26,49270,3,94805,1
22.3,116.0,7.7,23.1,11.0,1,2023-08-07,2023-10-08,62,1.836157567,204,68105,2,95722,3
36.9,76.4,26.7,22.3,11.8,0,2023-07-06,2023-09-13,69,2.46101219,926,73848,3,93960,1
32.5,239.8,4.1,36.9,12.3,1,2023-05-04,2023-07-29,86,1.303599443,38,43344,4,92027,1
35.6,75.3,20.3,32.5,11.3,1,2023-08-10,2023-10-07,58,2.133377805,647,60509,0,95247,1
33.8,68.4,44.5,35.6,13.6,0,2023-06-12,2023-07-22,40,2.894614445,150,84411,3,93301,2
65.7,213.5,43.0,33.8,21.7,1,2023-02-28,2023-05-18,79,2.811454859,499,79374,2,95624,1
16.0,193.2,18.4,65.7,15.2,2,2023-08-05,2023-09-30,56,2.370544491,939,18275,2,95323,2
63.2,76.3,27.5,16.0,12.0,2,2023-01-17,2023-03-09,51,2.831553409,674,61443,1,93561,0
73.4,110.7,40.6,63.2,16.0,1,2023-06-08,2023-09-04,88,0.631951896,270,59201,1,95821,2
51.4,88.3,25.5,73.4,12.9,1,2023-10-26,2023-11-26,31,1.174882685,726,28589,1,93010,3
9.3,109.8,47.8,51.4,16.7,1,2023-01-17,2023-03-07,49,2.768157776,54,90071,3,95404,0
33.0,134.3,4.9,9.3,11.2,1,2023-09-19,2023-12-01,73,1.68885182,253,67678,2,93101,2
59.0,28.6,1.5,33.0,7.3,1,2023-01-23,2023-04-09,76,1.055370889,623,84252,4,92129,0
72.3,217.7,33.5,59.0,19.4,2,2023-06-26,2023-09-11,77,0.744916986,942,36130,3,90804,2
10.9,250.9,36.5,72.3,22.2,0,2023-08-24,2023-11-17,85,1.07755471,475,56512,1,92028,1
52.9,107.4,14.0,10.9,11.5,2,2023-05-16,2023-08-11,87,1.529729837,516,50278,3,92021,1
5.9,163.3,31.6,52.9,16.9,1,2023-10-16,2024-01-03,79,2.070011709,813,45852,2,91773,0
22.0,197.6,3.5,5.9,11.7,1,2023-11-09,2023-12-10,31,1.040548825,647,45056,4,91104,1
51.2,184.9,21.0,22.0,15.5,0,2023-06-11,2023-07-22,41,1.327107536,225,87644,4,92384,2
45.9,289.7,42.3,51.2,25.4,0,2023-08-11,2023-10-14,64,1.353772867,263,21101,2,95602,2
49.8,135.2,41.7,45.9,17.2,2,2023-07-06,2023-09-11,67,1.677338244,220,17813,1,95717,2
100.9,222.4,4.3,49.8,11.7,0,2023-03-01,2023-04-05,35,0.9570196859,610,76272,4,95436,0
21.4,296.4,36.3,100.9,23.8,1,2023-11-29,2024-02-24,87,0.8222049502,108,83236,1,95974,2
17.9,280.2,10.1,21.4,14.8,0,2023-09-14,2023-12-06,83,0.6526152868,327,10247,4,90602,0
5.3,187.9,17.2,17.9,14.7,2,2023-07-06,2023-09-19,75,2.283083786,554,28423,1,95215,3
59.0,238.2,34.3,5.3,20.7,0,2023-02-19,2023-03-30,39,1.519044396,132,62523,2,91331,3
29.7,137.9,46.4,59.0,19.2,2,2023-01-11,2023-02-21,41,0.9856425712,851,88438,4,95634,1
23.2,25.0,11.0,29.7,7.2,1,2023-06-04,2023-08-09,66,2.360124063,919,19920,0,95367,1
25.6,90.4,0.3,23.2,8.7,2,2023-10-13,2023-11-17,35,2.551767605,140,51927,3,95224,3
5.5,13.1,0.4,25.6,5.3,1,2023-09-16,2023-11-22,67,0.6082929989,26,93970,4,95823,2
56.5,255.4,26.9,5.5,19.8,2,2023-03-09,2023-04-24,46,1.179342954,246,98162,3,95917,2
23.2,225.8,8.2,56.5,13.4,1,2023-04-09,2023-06-02,54,2.174439418,968,64004,3,93534,3
2.4,241.7,38.0,23.2,21.8,0,2023-09-13,2023-11-09,57,2.162616405,982,89661,3,91605,2
10.7,175.7,15.4,2.4,14.1,2,2023-07-29,2023-09-08,41,0.624696044,262,92353,4,94946,3
34.5,209.6,20.6,10.7,15.9,1,2023-04-16,2023-06-08,53,1.460970838,557,57278,4,90505,1
52.7,78.2,46.8,34.5,14.6,0,2023-09-23,2023-11-06,44,2.156549378,691,82035,2,93208,3
25.6,75.1,35.0,52.7,12.6,2,2023-07-18,2023-10-08,82,1.983771071,866,90978,2,96148,2
14.8,139.2,14.3,25.6,12.2,2,2023-12-12,2024-02-22,72,2.537818868,894,43485,2,94513,1
79.2,76.4,0.8,14.8,9.4,0,2023-11-17,2023-12-30,43,2.622874949,140,95140,2,93530,3
22.3,125.7,36.9,79.2,15.9,1,2023-05-23,2023-06-22,30,2.842178247,747,42473,2,93510,2
46.2,19.4,16.0,22.3,6.6,1,2023-07-11,2023-09-29,80,2.738438634,178,69210,2,96059,0
50.4,141.3,26.8,46.2,15.5,2,2023-08-16,2023-10-15,60,2.794852113,29,25582,3,94501,3
15.6,18.8,21.7,50.4,7.0,0,2023-05-15,2023-07-16,62,1.771052569,805,16395,3,91607,1
12.4,224.0,2.4,15.6,11.6,2,2023-02-28,2023-05-01,62,2.238747475,411,39719,1,90026,3
74.2,123.1,34.6,12.4,15.2,1,2023-08-18,2023-10-26,69,1.330390533,276,20069,0,95205,2
25.9,229.5,32.3,74.2,19.7,2,2023-03-20,2023-04-30,41,0.8300242502,257,33092,1,95254,2
50.6,87.2,11.8,25.9,10.6,2,2023-02-24,2023-05-16,81,1.88836824,562,35358,3,90290,1
9.2,7.8,38.9,50.6,6.6,1,2023-08-25,2023-10-08,44,1.520206967,543,74621,2,90623,2
3.2,80.2,0.0,9.2,8.8,1,2023-10-01,2023-11-07,37,2.878438896,848,61356,0,95973,1
43.1,220.3,49.0,3.2,24.7,2,2023-03-12,2023-05-29,78,2.385591786,844,90082,1,92591,1
8.7,59.6,12.0,43.1,9.7,2,2023-12-28,2024-02-28,62,2.638098926,415,90882,2,90065,0
43.0,0.7,39.6,8.7,1.6,1,2023-11-13,2024-01-04,52,0.5429821149,403,18226,4,95421,1
2.1,265.2,2.9,43.0,12.7,0,2023-05-11,2023-08-04,85,1.591470439,158,90186,2,95357,0
45.1,8.4,27.2,2.1,5.7,1,2023-02-15,2023-03-30,43,2.477848269,719,98662,1,93105,3
65.6,219.8,33.5,45.1,19.6,1,2023-02-24,2023-05-04,69,2.499635385,695,11648,2,95528,3
8.5,36.9,38.6,65.6,10.8,2,2023-04-08,2023-05-23,45,1.658680807,544,58718,0,91010,0
9.3,48.3,47.0,8.5,11.6,1,2023-04-06,2023-06-12,67,1.265599508,520,68786,0,95682,1
59.7,25.6,39.0,9.3,9.5,2,2023-03-20,2023-05-13,54,0.9932287804,998,52345,4,95735,2
20.5,273.7,28.9,59.7,20.8,1,2023-06-06,2023-08-24,79,2.853897802,329,31820,3,91752,1
1.7,43.0,25.9,20.5,9.6,2,2023-07-13,2023-08-27,45,2.055861,423,67997,4,91606,3
12.9,184.9,43.9,1.7,20.7,0,2023-02-11,2023-04-25,73,0.6447840363,424,58134,4,95835,2
75.6,73.4,17.0,12.9,10.9,2,2023-08-16,2023-11-07,83,1.230613265,35,93922,2,90805,1
37.9,193.7,35.4,75.6,19.2,0,2023-04-05,2023-06-13,69,2.320367867,391,25055,1,90023,2
34.4,220.5,33.2,37.9,20.1,2,2023-05-21,2023-07-21,61,2.940508464,831,30622,0,95816,2
38.9,104.6,5.7,34.4,10.4,0,2023-02-11,2023-03-29,46,1.91595679,372,22255,1,92139,2
9.0,96.2,14.8,38.9,11.4,1,2023-02-12,2023-04-13,60,0.8004710038,889,24995,0,92253,2
8.7,140.3,1.9,9.0,10.3,1,2023-12-20,2024-02-27,69,1.90935727,665,43320,1,93907,1
44.3,240.1,7.3,8.7,13.2,1,2023-05-28,2023-07-21,54,2.521557654,541,65424,2,93432,0
11.9,243.2,49.0,44.3,25.4,1,2023-02-17,2023-05-04,76,0.7280293121,64,42070,2,95382,3
20.6,38.0,40.3,11.9,10.9,0,2023-06-05,2023-08-19,75,2.632731998,184,89061,1,95030,3
37.0,44.7,25.8,20.6,10.1,2,2023-11-17,2024-01-20,64,2.006529939,188,75989,4,92506,0
48.7,280.7,13.9,37.0,16.1,1,2023-06-07,2023-07-27,50,1.90819027,268,31866,2,90043,1
14.2,121.0,8.4,48.7,11.6,0,2023-07-12,2023-09-26,76,2.246556379,684,15818,0,95637,3
37.7,197.6,23.3,14.2,16.6,0,2023-04-02,2023-05-26,54,2.064514702,257,16215,0,94931,3
9.5,171.3,39.7,37.7,19.0,2,2023-12-30,2024-02-08,40,2.939361921,348,37080,1,93728,2
5.7,187.8,21.1,9.5,15.6,1,2023-09-17,2023-10-24,37,2.343543353,32,95485,4,90701,1
50.5,4.1,11.6,5.7,3.2,2,2023-12-23,2024-03-20,88,2.400994447,502,65746,2,92264,3
24.3,93.9,43.5,50.5,15.3,1,2023-06-03,2023-07-08,35,2.082100795,617,53040,4,90046,2
45.2,149.8,1.3,24.3,10.1,0,2023-04-02,2023-06-22,81,2.550097162,694,65789,1,95305,0
34.6,11.7,36.9,45.2,7.3,1,2023-08-11,2023-10-15,65,0.8475912696,281,82558,3,90077,2
30.7,131.7,18.4,34.6,12.9,1,2023-11-02,2023-12-16,44,2.353035962,179,53044,4,91406,0
49.3,172.5,18.1,30.7,14.4,0,2023-09-18,2023-11-17,60,1.913904482,695,62279,2,94956,1
25.6,85.7,35.8,49.3,13.3,1,2023-03-16,2023-04-19,34,1.491032019,798,44532,2,90056,3
7.4,188.4,18.1,25.6,14.9,0,2023-02-07,2023-03-17,38,1.770135391,740,53323,3,93103,0
5.4,163.5,36.8,7.4,18.0,1,2023-10-03,2023-12-16,74,1.407304769,322,24145,2,92220,3
84.8,117.2,14.7,5.4,11.9,1,2023-02-04,2023-03-28,52,2.999728895,183,95870,4,94134,3
21.6,234.5,3.4,84.8,11.9,2,2023-06-27,2023-08-07,41,2.150989639,85,40872,1,92866,3
19.4,17.9,37.6,21.6,8.0,1,2023-06-23,2023-08-18,56,2.537848263,353,21545,4,92701,2
57.6,206.8,5.2,19.4,12.2,2,2023-02-02,2023-03-22,48,1.310329304,523,89036,3,93657,1
6.4,215.4,23.6,57.6,17.1,1,2023-12-06,2024-01-18,43,0.5137416724,220,59016,1,92120,1
18.4,284.3,10.6,6.4,15.0,1,2023-12-04,2024-01-10,37,1.176974917,926,53356,3,95032,3
47.4,50.0,11.6,18.4,8.4,0,2023-03-05,2023-05-15,71,1.599655268,583,38351,3,91504,1
17.0,164.5,20.9,47.4,14.5,1,2023-01-05,2023-03-29,83,0.9881111998,670,26410,1,92401,1
12.8,19.6,20.1,17.0,7.6,2,2023-12-04,2024-02-22,80,1.776478751,179,85181,2,95545,3
13.1,168.4,7.1,12.8,11.7,2,2023-04-24,2023-07-12,79,2.713544831,691,41782,3,95663,2
41.8,222.4,3.4,13.1,11.5,0,2023-02-04,2023-04-23,78,2.398525577,597,63244,2,95943,3
20.3,276.9,48.9,41.8,27.0,2,2023-01-29,2023-03-24,54,1.17007169,892,89597,0,93101,3
35.2,248.4,30.2,20.3,20.2,0,2023-08-21,2023-09-24,34,2.315258852,81,48071,2,94952,1
23.7,170.2,7.8,35.2,11.7,0,2023-02-10,2023-03-12,30,2.522887845,743,60264,1,91762,2
17.6,276.7,2.3,23.7,11.8,1,2023-12-09,2024-01-23,45,1.895434641,307,65597,1,92592,2
8.3,165.6,10.0,17.6,12.6,2,2023-10-30,2023-12-13,44,2.728495079,609,21898,1,92662,1
27.4,156.6,2.6,8.3,10.5,0,2023-11-09,2023-12-20,41,0.9091652836,78,76417,3,92027,2
29.7,218.5,5.4,27.4,12.2,0,2023-09-12,2023-12-04,83,1.936669144,229,18488,4,95501,2
71.8,56.2,5.7,29.7,8.7,0,2023-07-13,2023-08-14,32,2.025816279,210,25248,2,95818,2
30.0,287.6,43.0,71.8,26.2,0,2023-08-09,2023-11-05,88,1.100018997,525,79226,0,93644,2
19.6,253.8,21.3,30.0,17.6,2,2023-07-24,2023-09-13,51,0.9958998331,926,44268,1,95488,2
26.6,205.0,45.1,19.6,22.6,0,2023-11-25,2024-02-21,88,1.213194777,630,13638,2,91105,2
18.2,139.5,2.1,26.6,10.3,2,2023-03-21,2023-06-06,77,1.110561891,664,25658,3,90604,3
3.7,191.1,28.7,18.2,17.3,0,2023-12-27,2024-01-31,35,2.652365322,745,25297,0,91932,2
23.4,286.0,13.9,3.7,15.9,1,2023-01-10,2023-03-08,57,1.297689947,615,16804,2,95012,0
5.8,18.7,12.1,23.4,6.7,2,2023-02-15,2023-04-08,52,1.030146103,716,77655,1,93932,1
6.0,39.5,41.1,5.8,10.8,2,2023-06-12,2023-08-29,78,0.5799436435,287,43587,1,90746,0
31.6,75.5,10.8,6.0,9.9,0,2023-06-24,2023-07-31,37,0.8058345127,129,41053,4,93001,0
3.6,17.2,4.1,31.6,5.9,0,2023-05-28,2023-07-17,50,0.6446988725,61,45233,4,91773,1
6.0,166.8,42.0,3.6,19.6,2,2023-03-21,2023-05-19,59,0.5943164879,663,40999,1,92649,2
13.8,149.7,35.6,6.0,17.3,1,2023-02-17,2023-04-10,52,1.405795082,8,24540,2,91202,3
8.1,38.2,3.7,13.8,7.6,0,2023-07-21,2023-09-20,61,1.880501441,323,86393,1,95637,0
6.4,94.2,4.9,8.1,9.7,2,2023-11-24,2024-01-20,57,2.788503464,450,33719,0,96048,3
8.1,38.2,3.7,13.8,7.6,2,2023-11-15,2024-01-13,59,1.214525118,399,60107,4,92503,1
6.4,94.2,4.9,8.1,9.7,2,2023-04-06,2023-06-07,62,2.001879014,354,68307,1,93962,3
